"TOA5","IFSC","CR1000","51714","CR1000.Std.32.03","CPU:Experimento 02 MVP.CR1","54022","saida_1s"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","rad_in","rad_ref"
"TS","RN","","","",""
"","","Min","Smp","Smp","Smp"
"2022-09-28 09:51:51",0,12.33,22.84,1.378,1.335
"2022-09-28 09:51:52",1,12.33,22.84,1.378,1.335
"2022-09-28 09:51:53",2,12.33,22.84,1.378,1.335
"2022-09-28 09:51:54",3,12.33,22.84,1.033,1.335
"2022-09-28 09:51:55",4,12.33,22.84,1.033,1.335
"2022-09-28 09:51:56",5,12.33,22.84,1.378,1.335
"2022-09-28 09:51:57",6,12.33,22.84,1.378,1.335
"2022-09-28 09:51:58",7,12.33,22.84,1.378,1.335
"2022-09-28 09:51:59",8,12.33,22.84,1.378,1.335
"2022-09-28 09:52:00",9,12.33,22.84,1.378,1.335
"2022-09-28 09:52:01",10,12.33,22.84,1.378,1.335
"2022-09-28 09:52:02",11,12.33,22.84,1.033,1.335
"2022-09-28 09:52:03",12,12.33,22.84,1.033,1.335
"2022-09-28 09:52:04",13,12.33,22.84,1.033,1.335
"2022-09-28 09:52:05",14,12.33,22.84,1.033,1.335
"2022-09-28 09:52:06",15,12.34,22.84,1.033,1.335
"2022-09-28 09:52:07",16,12.33,22.84,1.033,1.335
"2022-09-28 09:52:08",17,12.33,22.84,1.033,1.335
"2022-09-28 09:52:09",18,12.33,22.84,1.378,1.335
"2022-09-28 09:52:10",19,12.33,22.84,1.378,1.335
"2022-09-28 09:52:11",20,12.34,22.84,1.378,1.335
"2022-09-28 09:52:12",21,12.33,22.81,1.722,1.335
"2022-09-28 09:52:13",22,12.33,22.81,1.378,1.335
"2022-09-28 09:52:14",23,12.33,22.84,1.378,1.335
"2022-09-28 09:52:15",24,12.33,22.84,1.378,1.335
"2022-09-28 09:52:16",25,12.33,22.81,1.033,1.335
"2022-09-28 09:52:17",26,12.33,22.81,1.378,1.335
"2022-09-28 09:52:18",27,12.33,22.81,1.033,1.335
"2022-09-28 09:52:19",28,12.33,22.81,1.033,1.335
"2022-09-28 09:52:20",29,12.33,22.81,1.378,1.335
"2022-09-28 09:52:21",30,12.33,22.81,1.378,1.335
"2022-09-28 09:52:22",31,12.34,22.81,1.378,1.335
"2022-09-28 09:52:23",32,12.33,22.81,1.033,1.335
"2022-09-28 09:52:24",33,12.34,22.81,1.378,1.335
"2022-09-28 09:52:25",34,12.34,22.81,1.378,1.335
"2022-09-28 09:52:26",35,12.34,22.81,1.378,1.335
"2022-09-28 09:52:27",36,12.33,22.81,1.378,1.335
"2022-09-28 09:52:28",37,12.33,22.81,1.378,1.335
"2022-09-28 09:52:29",38,12.34,22.81,1.722,1.335
"2022-09-28 09:52:30",39,12.34,22.81,1.378,1.335
"2022-09-28 09:52:31",40,12.34,22.81,1.378,1.335
"2022-09-28 09:52:32",41,12.34,22.81,1.722,1.335
"2022-09-28 09:52:33",42,12.33,22.81,1.378,1.335
"2022-09-28 09:52:34",43,12.34,22.81,2.066,1.335
"2022-09-28 09:52:35",44,12.33,22.81,1.722,2.003
"2022-09-28 09:52:36",45,12.34,22.81,1.722,2.003
"2022-09-28 09:52:37",46,12.33,22.81,1.722,2.003
"2022-09-28 09:52:38",47,12.33,22.81,1.722,2.003
"2022-09-28 09:52:39",48,12.34,22.81,1.378,1.335
"2022-09-28 09:52:40",49,12.33,22.81,1.378,1.335
"2022-09-28 09:52:41",50,12.34,22.81,1.378,1.335
"2022-09-28 09:52:42",51,12.34,22.81,1.033,1.335
"2022-09-28 09:52:43",52,12.34,22.81,1.378,1.335
"2022-09-28 09:52:44",53,12.34,22.81,1.378,1.335
"2022-09-28 09:52:45",54,12.34,22.81,1.378,1.335
"2022-09-28 09:52:46",55,12.33,22.81,1.378,1.335
"2022-09-28 09:52:47",56,12.33,22.81,1.378,1.335
"2022-09-28 09:52:48",57,12.33,22.81,1.378,1.335
"2022-09-28 09:52:49",58,12.34,22.81,1.722,1.335
"2022-09-28 09:52:50",59,12.34,22.81,1.722,1.335
"2022-09-28 09:52:51",60,12.33,22.81,1.378,1.335
"2022-09-28 09:52:52",61,12.33,22.81,1.722,1.335
"2022-09-28 09:52:53",62,12.34,22.81,1.378,1.335
"2022-09-28 09:52:54",63,12.33,22.81,1.378,1.335
"2022-09-28 09:52:55",64,12.34,22.81,1.378,1.335
"2022-09-28 09:52:56",65,12.34,22.81,1.378,1.335
"2022-09-28 09:52:57",66,12.34,22.81,1.378,1.335
"2022-09-28 09:52:58",67,12.34,22.81,1.722,1.335
"2022-09-28 09:52:59",68,12.33,22.81,1.378,1.335
"2022-09-28 09:53:00",69,12.33,22.81,1.378,1.335
"2022-09-28 09:53:01",70,12.34,22.81,1.033,1.335
"2022-09-28 09:53:02",71,12.34,22.81,1.033,1.335
"2022-09-28 09:53:03",72,12.34,22.81,1.033,1.335
"2022-09-28 09:53:04",73,12.34,22.81,1.033,1.335
"2022-09-28 09:53:05",74,12.34,22.81,0.689,1.335
"2022-09-28 09:53:06",75,12.34,22.81,0.689,1.335
"2022-09-28 09:53:07",76,12.34,22.81,0.689,1.335
"2022-09-28 09:53:08",77,12.33,22.81,1.033,1.335
"2022-09-28 09:53:09",78,12.33,22.78,1.378,1.335
"2022-09-28 09:53:10",79,12.33,22.81,1.378,1.335
"2022-09-28 09:53:11",80,12.34,22.78,1.378,1.335
"2022-09-28 09:53:12",81,12.34,22.78,1.378,1.335
"2022-09-28 09:53:13",82,12.33,22.78,1.378,1.335
"2022-09-28 09:53:14",83,12.33,22.78,1.378,1.335
"2022-09-28 09:53:15",84,12.33,22.78,1.378,1.335
"2022-09-28 09:53:16",85,12.34,22.78,1.033,1.335
"2022-09-28 09:53:17",86,12.34,22.78,0.689,1.335
"2022-09-28 09:53:18",87,12.34,22.78,0.689,1.335
"2022-09-28 09:53:19",88,12.33,22.78,1.033,1.335
"2022-09-28 09:53:20",89,12.34,22.78,0.689,1.335
"2022-09-28 09:53:21",90,12.34,22.78,1.033,1.335
"2022-09-28 09:53:22",91,12.33,22.78,1.378,1.335
"2022-09-28 09:53:23",92,12.34,22.78,1.378,1.335
"2022-09-28 09:53:24",93,12.34,22.78,1.378,1.335
"2022-09-28 09:53:25",94,12.33,22.78,1.378,1.335
"2022-09-28 09:53:26",95,12.33,22.78,1.378,2.003
"2022-09-28 09:53:27",96,12.33,22.78,1.722,1.335
"2022-09-28 09:53:28",97,12.34,22.78,1.378,1.335
"2022-09-28 09:53:29",98,12.33,22.78,1.378,1.335
"2022-09-28 09:53:30",99,12.34,22.78,1.378,1.335
"2022-09-28 09:53:31",100,12.34,22.78,1.378,1.335
"2022-09-28 09:53:32",101,12.33,22.78,1.378,1.335
"2022-09-28 09:53:33",102,12.34,22.78,1.378,1.335
"2022-09-28 09:53:34",103,12.34,22.78,1.033,1.335
"2022-09-28 09:53:35",104,12.33,22.78,0.689,1.335
"2022-09-28 09:53:36",105,12.34,22.78,1.033,1.335
"2022-09-28 09:53:37",106,12.33,22.78,0.689,1.335
"2022-09-28 09:53:38",107,12.33,22.78,0.689,1.335
"2022-09-28 09:53:39",108,12.33,22.78,0.689,1.335
"2022-09-28 09:53:40",109,12.33,22.78,0.689,1.335
"2022-09-28 09:53:41",110,12.33,22.78,0.689,1.335
"2022-09-28 09:53:42",111,12.33,22.78,1.033,1.335
"2022-09-28 09:53:43",112,12.33,22.78,1.378,1.335
"2022-09-28 09:53:44",113,12.33,22.78,1.378,1.335
"2022-09-28 09:53:45",114,12.33,22.78,1.722,2.003
"2022-09-28 09:53:46",115,12.34,22.78,1.378,2.003
"2022-09-28 09:53:47",116,12.33,22.78,1.378,2.003
"2022-09-28 09:53:48",117,12.33,22.78,1.378,1.335
"2022-09-28 09:53:49",118,12.33,22.78,1.378,1.335
"2022-09-28 09:53:50",119,12.33,22.78,1.378,1.335
"2022-09-28 09:53:51",120,12.34,22.78,1.378,1.335
"2022-09-28 09:53:52",121,12.33,22.78,0.689,1.335
"2022-09-28 09:53:53",122,12.34,22.78,1.033,1.335
"2022-09-28 09:53:54",123,12.33,22.78,0.689,1.335
"2022-09-28 09:53:55",124,12.33,22.78,0.689,1.335
"2022-09-28 09:53:56",125,12.33,22.78,0.689,1.335
"2022-09-28 09:54:02",126,12.33,22.78,0.689,1.335
"2022-09-28 09:54:03",127,12.33,22.78,0.689,1.335
"2022-09-28 09:54:04",128,12.33,22.78,1.033,1.335
"2022-09-28 09:54:05",129,12.33,22.78,1.033,1.335
"2022-09-28 09:54:06",130,12.33,22.78,1.378,1.335
"2022-09-28 09:54:07",131,12.33,22.78,1.378,1.335
"2022-09-28 09:54:08",132,12.33,22.78,1.033,1.335
"2022-09-28 09:54:09",133,12.33,22.78,1.378,1.335
"2022-09-28 09:54:10",134,12.33,22.78,1.378,1.335
"2022-09-28 09:54:11",135,12.33,22.78,1.378,1.335
"2022-09-28 09:54:12",136,12.33,22.78,1.378,1.335
"2022-09-28 09:54:13",137,12.33,22.78,1.378,1.335
"2022-09-28 09:54:14",138,12.33,22.78,1.378,1.335
"2022-09-28 09:54:15",139,12.33,22.78,1.722,2.003
"2022-09-28 09:54:16",140,12.33,22.78,1.378,1.335
"2022-09-28 09:54:17",141,12.33,22.78,1.378,1.335
"2022-09-28 09:54:18",142,12.34,22.78,1.378,1.335
"2022-09-28 09:54:19",143,12.33,22.78,1.033,1.335
"2022-09-28 09:54:20",144,12.33,22.75,1.033,1.335
"2022-09-28 09:54:21",145,12.33,22.75,0.689,1.335
"2022-09-28 09:54:22",146,12.33,22.75,0.689,1.335
"2022-09-28 09:54:23",147,12.33,22.75,0.689,1.335
"2022-09-28 09:54:24",148,12.33,22.75,1.033,1.335
"2022-09-28 09:54:25",149,12.33,22.75,1.033,1.335
"2022-09-28 09:54:26",150,12.33,22.75,1.033,1.335
"2022-09-28 09:54:27",151,12.33,22.75,0.689,1.335
"2022-09-28 09:54:28",152,12.33,22.75,0.689,1.335
"2022-09-28 09:54:29",153,12.33,22.75,0.689,1.335
"2022-09-28 09:54:30",154,12.33,22.75,1.033,1.335
"2022-09-28 09:54:31",155,12.33,22.75,1.033,1.335
"2022-09-28 09:54:32",156,12.33,22.75,1.033,1.335
"2022-09-28 09:54:33",157,12.33,22.75,1.033,1.335
"2022-09-28 09:54:34",158,12.34,22.75,1.033,1.335
"2022-09-28 09:54:35",159,12.33,22.75,1.033,1.335
"2022-09-28 09:54:36",160,12.34,22.75,1.033,1.335
"2022-09-28 09:54:37",161,12.33,22.75,1.033,1.335
"2022-09-28 09:54:38",162,12.33,22.75,1.033,1.335
"2022-09-28 09:54:39",163,12.33,22.75,1.378,1.335
"2022-09-28 09:54:40",164,12.33,22.75,1.378,1.335
"2022-09-28 09:54:41",165,12.33,22.75,1.722,1.335
"2022-09-28 09:54:42",166,12.33,22.75,1.722,1.335
"2022-09-28 09:54:43",167,12.33,22.75,1.722,1.335
"2022-09-28 09:54:44",168,12.34,22.75,2.066,1.335
"2022-09-28 09:54:45",169,12.33,22.75,1.722,1.335
"2022-09-28 09:54:46",170,12.33,22.75,1.722,1.335
"2022-09-28 09:54:47",171,12.33,22.75,1.378,1.335
"2022-09-28 09:54:48",172,12.34,22.75,1.378,1.335
"2022-09-28 09:54:49",173,12.33,22.75,1.378,1.335
"2022-09-28 09:54:50",174,12.33,22.75,1.378,1.335
"2022-09-28 09:54:51",175,12.33,22.75,1.378,1.335
"2022-09-28 09:54:52",176,12.33,22.75,-0.344,0.668
"2022-09-28 09:54:53",177,12.33,22.75,1.033,0.668
"2022-09-28 09:54:54",178,12.33,22.75,3.444,1.335
"2022-09-28 09:54:55",179,12.33,22.75,3.099,2.67
"2022-09-28 09:54:56",180,12.33,22.75,3.099,2.003
"2022-09-28 09:54:57",181,12.33,22.75,3.099,2.003
"2022-09-28 09:54:58",182,12.33,22.75,2.411,4.005
"2022-09-28 09:54:59",183,12.33,22.75,3.444,2.003
"2022-09-28 09:55:00",184,12.33,22.75,523.8,1.335
"2022-09-28 09:55:01",185,12.33,22.75,824,1.335
"2022-09-28 09:55:02",186,12.34,22.75,640.9,1.335
"2022-09-28 09:55:03",187,12.33,22.75,581.7,1.335
"2022-09-28 09:55:04",188,12.33,22.75,634.4,1.335
"2022-09-28 09:55:05",189,12.34,22.75,584.4,1.335
"2022-09-28 09:55:06",190,12.33,22.75,564.4,1.335
"2022-09-28 09:55:07",191,12.33,22.75,628.5,1.335
"2022-09-28 09:55:08",192,12.34,22.75,851,1.335
"2022-09-28 09:55:09",193,12.34,22.75,3.788,1.335
"2022-09-28 09:55:10",194,12.34,22.75,3.788,2.003
"2022-09-28 09:55:11",195,12.33,22.75,3.099,2.003
"2022-09-28 09:55:12",196,12.34,22.75,2.755,2.003
"2022-09-28 09:55:13",197,12.33,22.75,3.099,2.67
"2022-09-28 09:55:14",198,12.34,22.75,2.411,2.67
"2022-09-28 09:55:15",199,12.33,22.75,8.27,2.003
"2022-09-28 09:55:16",200,12.33,22.75,0,6.008
"2022-09-28 09:55:17",201,12.34,22.75,-0.344,554.7
"2022-09-28 09:55:18",202,12.34,22.75,0.344,435.2
"2022-09-28 09:55:19",203,12.33,22.75,0.689,449.9
"2022-09-28 09:55:20",204,12.33,22.75,1.033,373.2
"2022-09-28 09:55:21",205,12.33,22.75,1.378,212.3
"2022-09-28 09:55:22",206,12.34,22.75,1.378,20.69
"2022-09-28 09:55:23",207,12.34,22.75,1.033,6.008
"2022-09-28 09:55:24",208,12.34,22.75,1.378,5.34
"2022-09-28 09:55:25",209,12.34,22.75,1.378,407.9
"2022-09-28 09:55:26",210,12.33,22.75,21.7,1.335
"2022-09-28 09:55:27",211,12.33,22.75,307.2,0.668
"2022-09-28 09:55:28",212,12.34,22.75,72.67,1.335
"2022-09-28 09:55:29",213,12.33,22.75,145,2.67
"2022-09-28 09:55:30",214,12.33,22.75,203.5,2.003
"2022-09-28 09:55:31",215,12.33,22.75,202.8,2.003
"2022-09-28 09:55:32",216,12.33,22.75,173.6,2.003
"2022-09-28 09:55:33",217,12.33,22.75,172.2,2.003
"2022-09-28 09:55:34",218,12.33,22.75,170.8,2.003
"2022-09-28 09:55:35",219,12.33,22.75,169.4,2.003
"2022-09-28 09:55:36",220,12.34,22.75,168.4,2.003
"2022-09-28 09:55:37",221,12.33,22.75,167,2.003
"2022-09-28 09:55:38",222,12.34,22.75,167,2.003
"2022-09-28 09:55:39",223,12.33,22.75,165,2.003
"2022-09-28 09:55:40",224,12.34,22.75,162.9,2.003
"2022-09-28 09:55:41",225,12.33,22.75,161.5,2.003
"2022-09-28 09:55:42",226,12.33,22.75,160.8,2.003
"2022-09-28 09:55:43",227,12.33,22.75,158.8,2.003
"2022-09-28 09:55:44",228,12.34,22.75,157.4,2.003
"2022-09-28 09:55:45",229,12.33,22.75,156.7,2.003
"2022-09-28 09:55:46",230,12.33,22.75,156.4,2.67
"2022-09-28 09:55:47",231,12.33,22.75,157,2.67
"2022-09-28 09:55:48",232,12.33,22.75,157.4,2.67
"2022-09-28 09:55:49",233,12.33,22.75,157.4,2.67
"2022-09-28 09:55:50",234,12.33,22.75,157.4,2.67
"2022-09-28 09:55:51",235,12.33,22.75,156.7,2.67
"2022-09-28 09:55:52",236,12.33,22.75,158.4,2.67
"2022-09-28 09:55:53",237,12.33,22.75,158.8,2.003
"2022-09-28 09:55:54",238,12.33,22.75,159.1,2.67
"2022-09-28 09:55:55",239,12.33,22.75,159.1,2.003
"2022-09-28 09:55:56",240,12.33,22.75,159.5,2.67
"2022-09-28 09:55:57",241,12.33,22.75,158.8,2.003
"2022-09-28 09:55:58",242,12.34,22.78,158.1,2.67
"2022-09-28 09:55:59",243,12.33,22.75,156.4,2.67
"2022-09-28 09:56:00",244,12.34,22.78,157,2.67
"2022-09-28 09:56:01",245,12.34,22.75,157.4,2.67
"2022-09-28 09:56:02",246,12.33,22.78,157,2.67
"2022-09-28 09:56:03",247,12.33,22.78,156.4,2.003
"2022-09-28 09:56:04",248,12.33,22.78,156.4,2.003
"2022-09-28 09:56:05",249,12.33,22.78,156.4,2.003
"2022-09-28 09:56:06",250,12.33,22.78,157.4,2.003
"2022-09-28 09:56:07",251,12.34,22.78,157,2.003
"2022-09-28 09:56:08",252,12.34,22.78,156.7,2.003
"2022-09-28 09:56:09",253,12.34,22.78,156.4,2.003
"2022-09-28 09:56:10",254,12.33,22.78,159.8,2.67
"2022-09-28 09:56:11",255,12.34,22.78,162.6,2.67
"2022-09-28 09:56:12",256,12.34,22.78,166.7,2.67
"2022-09-28 09:56:13",257,12.33,22.78,168.8,2.67
"2022-09-28 09:56:14",258,12.33,22.78,170.1,2.67
"2022-09-28 09:56:15",259,12.33,22.78,171.9,2.67
"2022-09-28 09:56:16",260,12.34,22.78,172.9,2.67
"2022-09-28 09:56:17",261,12.33,22.78,172.5,2.67
"2022-09-28 09:56:18",262,12.34,22.78,172.9,2.67
"2022-09-28 09:56:19",263,12.34,22.78,172.2,2.003
"2022-09-28 09:56:20",264,12.34,22.78,171.2,2.003
"2022-09-28 09:56:21",265,12.33,22.78,172.2,2.003
"2022-09-28 09:56:22",266,12.33,22.78,171.5,2.003
"2022-09-28 09:56:23",267,12.34,22.78,170.5,2.003
"2022-09-28 09:56:24",268,12.34,22.78,170.8,2.003
"2022-09-28 09:56:25",269,12.34,22.78,170.5,2.003
"2022-09-28 09:56:26",270,12.33,22.78,171.5,2.003
"2022-09-28 09:56:27",271,12.33,22.78,171.5,2.003
"2022-09-28 09:56:28",272,12.34,22.78,170.8,2.003
"2022-09-28 09:56:29",273,12.33,22.78,171.2,2.67
"2022-09-28 09:56:30",274,12.33,22.78,171.2,2.67
"2022-09-28 09:56:31",275,12.34,22.78,171.5,2.67
"2022-09-28 09:56:32",276,12.33,22.78,170.5,2.67
"2022-09-28 09:56:33",277,12.34,22.78,169.8,2.67
"2022-09-28 09:56:34",278,12.34,22.78,169.1,2.67
"2022-09-28 09:56:35",279,12.33,22.78,168.8,2.003
"2022-09-28 09:56:36",280,12.34,22.78,168.4,2.003
"2022-09-28 09:56:37",281,12.33,22.78,167.4,2.003
"2022-09-28 09:56:38",282,12.33,22.78,166,2.67
"2022-09-28 09:56:39",283,12.33,22.78,166.3,2.67
"2022-09-28 09:56:40",284,12.33,22.78,165,2.67
"2022-09-28 09:56:41",285,12.33,22.78,162.9,2.67
"2022-09-28 09:56:42",286,12.33,22.78,162.6,2.003
"2022-09-28 09:56:43",287,12.33,22.81,160.8,2.003
"2022-09-28 09:56:44",288,12.34,22.81,159.8,2.67
"2022-09-28 09:56:45",289,12.34,22.81,158.1,2.003
"2022-09-28 09:56:46",290,12.34,22.81,157.4,2.003
"2022-09-28 09:56:47",291,12.34,22.81,157,2.67
"2022-09-28 09:56:48",292,12.34,22.81,155.7,2.003
"2022-09-28 09:56:49",293,12.34,22.81,157,2.003
"2022-09-28 09:56:50",294,12.34,22.81,157,2.003
"2022-09-28 09:56:51",295,12.33,22.81,157.4,2.67
"2022-09-28 09:56:52",296,12.33,22.81,158.1,2.67
"2022-09-28 09:56:53",297,12.33,22.81,158.1,2.003
"2022-09-28 09:56:54",298,12.33,22.81,159.5,2.003
"2022-09-28 09:56:55",299,12.33,22.81,160.1,2.003
"2022-09-28 09:56:56",300,12.34,22.81,161.9,2.003
"2022-09-28 09:56:57",301,12.34,22.81,161.2,2.003
"2022-09-28 09:56:58",302,12.34,22.81,161.5,2.003
"2022-09-28 09:56:59",303,12.34,22.81,162.2,2.003
"2022-09-28 09:57:00",304,12.33,22.81,162.6,2.003
"2022-09-28 09:57:01",305,12.33,22.81,163.9,2.003
"2022-09-28 09:57:02",306,12.33,22.81,163.2,2.67
"2022-09-28 09:57:03",307,12.34,22.81,163.2,2.003
"2022-09-28 09:57:04",308,12.33,22.81,162.9,2.003
"2022-09-28 09:57:05",309,12.34,22.81,163.2,2.003
"2022-09-28 09:57:06",310,12.33,22.81,163.9,2.003
"2022-09-28 09:57:07",311,12.34,22.81,164.6,2.003
"2022-09-28 09:57:08",312,12.33,22.81,163.9,2.003
"2022-09-28 09:57:09",313,12.33,22.81,163.2,2.67
"2022-09-28 09:57:10",314,12.33,22.84,162.6,2.67
"2022-09-28 09:57:11",315,12.33,22.84,161.2,2.67
"2022-09-28 09:57:12",316,12.33,22.84,160.8,2.67
"2022-09-28 09:57:13",317,12.33,22.84,159.1,2.67
"2022-09-28 09:57:14",318,12.33,22.84,158.4,2.67
"2022-09-28 09:57:15",319,12.33,22.84,158.1,2.67
"2022-09-28 09:57:16",320,12.33,22.84,159.5,2.67
"2022-09-28 09:57:17",321,12.33,22.84,158.4,2.67
"2022-09-28 09:57:18",322,12.34,22.84,159.1,2.67
"2022-09-28 09:57:19",323,12.34,22.84,159.8,2.67
"2022-09-28 09:57:20",324,12.33,22.84,160.5,2.003
"2022-09-28 09:57:21",325,12.33,22.84,161.5,2.003
"2022-09-28 09:57:22",326,12.33,22.84,163.2,2.003
"2022-09-28 09:57:23",327,12.33,22.84,166,2.67
"2022-09-28 09:57:24",328,12.33,22.84,167.4,2.67
"2022-09-28 09:57:25",329,12.33,22.84,168.4,2.67
"2022-09-28 09:57:26",330,12.33,22.84,169.8,2.67
"2022-09-28 09:57:27",331,12.33,22.84,170.8,2.67
"2022-09-28 09:57:28",332,12.33,22.84,172.5,2.67
"2022-09-28 09:57:29",333,12.33,22.84,172.2,2.67
"2022-09-28 09:57:30",334,12.33,22.84,172.5,2.003
"2022-09-28 09:57:31",335,12.33,22.84,172.2,2.003
"2022-09-28 09:57:32",336,12.33,22.84,171.5,2.003
"2022-09-28 09:57:33",337,12.34,22.84,171.2,2.003
"2022-09-28 09:57:34",338,12.33,22.84,170.1,2.003
"2022-09-28 09:57:35",339,12.33,22.84,169.4,2.003
"2022-09-28 09:57:36",340,12.34,22.84,169.8,2.003
"2022-09-28 09:57:37",341,12.33,22.84,170.8,2.003
"2022-09-28 09:57:38",342,12.34,22.84,169.8,2.003
"2022-09-28 09:57:39",343,12.34,22.84,1.378,0.668
"2022-09-28 09:57:40",344,12.33,22.84,1.378,0.668
"2022-09-28 09:57:41",345,12.33,22.84,1.033,0.668
"2022-09-28 09:57:42",346,12.34,22.87,1.033,0.668
"2022-09-28 09:57:43",347,12.34,22.84,1.033,0.668
"2022-09-28 09:57:44",348,12.34,22.87,1.033,0.668
"2022-09-28 09:57:45",349,12.34,22.87,1.033,1.335
"2022-09-28 09:57:46",350,12.34,22.87,1.378,1.335
"2022-09-28 09:57:47",351,12.34,22.84,1.378,1.335
"2022-09-28 09:57:48",352,12.34,22.84,1.378,1.335
"2022-09-28 09:57:49",353,12.34,22.84,1.033,1.335
"2022-09-28 09:57:50",354,12.34,22.87,1.033,1.335
"2022-09-28 09:57:51",355,12.34,22.84,1.033,1.335
"2022-09-28 09:57:52",356,12.34,22.87,1.033,1.335
"2022-09-28 09:57:53",357,12.34,22.87,1.378,1.335
"2022-09-28 09:57:54",358,12.34,22.87,1.033,1.335
"2022-09-28 09:57:55",359,12.34,22.87,1.378,1.335
"2022-09-28 09:57:56",360,12.34,22.87,1.378,1.335
"2022-09-28 09:57:57",361,12.34,22.87,1.378,1.335
"2022-09-28 09:57:58",362,12.34,22.87,1.378,1.335
"2022-09-28 09:57:59",363,12.34,22.87,1.378,1.335
"2022-09-28 09:58:00",364,12.34,22.87,1.033,1.335
"2022-09-28 09:58:01",365,12.34,22.87,1.378,1.335
"2022-09-28 09:58:02",366,12.34,22.87,1.033,0.668
"2022-09-28 09:58:03",367,12.33,22.87,0.689,0.668
"2022-09-28 09:58:04",368,12.34,22.87,1.033,1.335
"2022-09-28 09:58:05",369,12.34,22.87,1.033,1.335
"2022-09-28 09:58:06",370,12.34,22.87,1.033,1.335
"2022-09-28 09:58:07",371,12.34,22.87,1.033,1.335
"2022-09-28 09:58:08",372,12.34,22.87,1.033,1.335
"2022-09-28 09:58:09",373,12.34,22.87,1.378,1.335
"2022-09-28 09:58:10",374,12.34,22.87,1.033,1.335
"2022-09-28 09:58:11",375,12.33,22.87,1.033,1.335
"2022-09-28 09:58:12",376,12.34,22.87,1.033,1.335
"2022-09-28 09:58:13",377,12.34,22.87,1.033,1.335
"2022-09-28 09:58:14",378,12.34,22.87,1.378,1.335
"2022-09-28 09:58:15",379,12.34,22.87,1.033,1.335
"2022-09-28 09:58:16",380,12.34,22.87,1.378,1.335
"2022-09-28 09:58:17",381,12.34,22.87,1.378,1.335
"2022-09-28 09:58:18",382,12.34,22.87,1.033,1.335
"2022-09-28 09:58:19",383,12.34,22.87,1.378,0.668
"2022-09-28 09:58:20",384,12.34,22.87,1.033,1.335
"2022-09-28 09:58:21",385,12.34,22.87,1.378,1.335
"2022-09-28 09:58:22",386,12.34,22.87,1.033,1.335
"2022-09-28 09:58:23",387,12.34,22.87,1.033,0.668
"2022-09-28 09:58:24",388,12.33,22.87,1.033,0.668
"2022-09-28 09:58:25",389,12.34,22.87,1.033,0.668
"2022-09-28 09:58:26",390,12.34,22.87,1.033,1.335
"2022-09-28 09:58:27",391,12.34,22.87,1.378,1.335
"2022-09-28 09:58:28",392,12.34,22.87,1.378,1.335
"2022-09-28 09:58:29",393,12.34,22.87,1.378,1.335
"2022-09-28 09:58:30",394,12.33,22.87,1.378,1.335
"2022-09-28 09:58:31",395,12.34,22.87,1.378,1.335
"2022-09-28 09:58:32",396,12.34,22.87,1.378,1.335
"2022-09-28 09:58:33",397,12.34,22.87,1.378,1.335
"2022-09-28 09:58:34",398,12.34,22.87,1.378,1.335
"2022-09-28 09:58:35",399,12.34,22.87,1.378,1.335
"2022-09-28 09:58:36",400,12.34,22.87,1.378,1.335
"2022-09-28 09:58:37",401,12.34,22.87,1.378,1.335
"2022-09-28 09:58:38",402,12.34,22.87,1.378,1.335
"2022-09-28 09:58:39",403,12.34,22.87,1.378,1.335
"2022-09-28 09:58:40",404,12.34,22.87,1.378,1.335
"2022-09-28 09:58:41",405,12.34,22.87,1.378,1.335
"2022-09-28 09:58:42",406,12.33,22.87,1.033,1.335
"2022-09-28 09:58:43",407,12.34,22.87,1.033,1.335
"2022-09-28 09:58:44",408,12.34,22.87,1.378,0.668
"2022-09-28 09:58:45",409,12.34,22.87,1.033,0.668
"2022-09-28 09:58:46",410,12.34,22.87,1.033,0.668
"2022-09-28 09:58:47",411,12.34,22.87,1.033,0.668
"2022-09-28 09:58:48",412,12.34,22.87,1.378,0.668
"2022-09-28 09:58:49",413,12.34,22.87,1.033,0.668
"2022-09-28 09:58:50",414,12.34,22.87,1.033,0.668
"2022-09-28 09:58:51",415,12.34,22.9,1.378,1.335
"2022-09-28 09:58:52",416,12.34,22.87,1.033,1.335
"2022-09-28 09:58:53",417,12.34,22.87,1.378,1.335
"2022-09-28 09:58:54",418,12.34,22.87,1.378,1.335
"2022-09-28 09:58:55",419,12.34,22.87,1.378,1.335
"2022-09-28 09:58:56",420,12.34,22.87,1.378,1.335
"2022-09-28 09:58:57",421,12.34,22.87,1.378,1.335
"2022-09-28 09:58:58",422,12.33,22.87,1.378,1.335
"2022-09-28 09:58:59",423,12.34,22.87,1.378,1.335
"2022-09-28 09:59:00",424,12.34,22.87,1.033,0.668
"2022-09-28 09:59:01",425,12.34,22.87,1.033,0.668
"2022-09-28 09:59:02",426,12.34,22.87,0.689,0.668
"2022-09-28 09:59:03",427,12.34,22.87,1.033,0.668
"2022-09-28 09:59:04",428,12.34,22.87,1.033,1.335
"2022-09-28 09:59:05",429,12.34,22.87,1.378,1.335
"2022-09-28 09:59:06",430,12.34,22.87,1.378,0.668
"2022-09-28 09:59:07",431,12.34,22.87,1.033,0.668
"2022-09-28 09:59:08",432,12.34,22.87,1.378,0.668
"2022-09-28 09:59:09",433,12.34,22.87,1.378,1.335
