"TOA5","exp","CR1000","63522","CR1000.Std.32.03","CPU:exp04_pluv.CR1","65071","basculada"
"TIMESTAMP","RECORD","Batt_volt_Min","PTemp","massa","chuva"
"TS","RN","","","",""
"","","Min","Smp","Smp","Smp"
"2025-01-29 09:43:44.46",24,12.17,24.42,20.2,0.199
"2025-01-29 09:43:44.66",25,12.17,24.42,20.2,0
"2025-01-29 09:43:46.28",26,12.17,24.42,63,0.199
"2025-01-29 09:43:46.68",27,12.17,24.42,22,0
"2025-01-29 09:43:47.86",28,12.17,24.42,18,0.199
"2025-01-29 09:43:48.26",29,12.17,24.42,66,0
"2025-01-29 09:43:48.66",30,12.17,24.42,107,0.199
"2025-01-29 09:43:49.06",31,12.17,24.42,14,0
"2025-02-05 09:56:23.84",0,12.85,25.7,21,0.199
"2025-02-05 09:56:24.24",1,12.85,25.7,21,0
"2025-02-05 09:56:29.44",2,12.85,25.7,33,0.199
"2025-02-05 09:56:29.84",3,12.85,25.7,3373,0
"2025-02-05 10:04:35.32",4,12.85,25.79,9.3,0.199
