"TOA5","exp","CR1000","63522","CR1000.Std.32.03","CPU:Exp_03.CR1","41229","Exp03"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","Rs","TP","Vs","termopar"
"TS","RN","","","","","",""
"","","Min","Smp","Smp","Smp","Smp","Smp"
"2025-06-04 08:44:35",1082,12.85,22.78,102.2,5.803,20.34,3.394
"2025-06-04 08:44:36",1083,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:37",1084,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:38",1085,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:39",1086,12.86,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:40",1087,12.85,22.78,102.2,5.714,20.33,3.309
"2025-06-04 08:44:41",1088,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:42",1089,12.86,22.78,102.2,5.714,20.33,3.309
"2025-06-04 08:44:43",1090,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:44",1091,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:45",1092,12.85,22.78,102.2,5.714,20.33,3.309
"2025-06-04 08:44:46",1093,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:47",1094,12.85,22.78,102.2,5.714,20.33,3.309
"2025-06-04 08:44:48",1095,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:49",1096,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:50",1097,12.86,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:51",1098,12.85,22.78,102.2,5.714,20.33,3.394
"2025-06-04 08:44:52",1099,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:44:53",1100,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:44:54",1101,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:44:55",1102,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:44:56",1103,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:44:57",1104,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:44:58",1105,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:44:59",1106,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:00",1107,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:01",1108,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:02",1109,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:03",1110,12.86,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:04",1111,12.85,22.78,102.1,5.537,20.32,3.394
"2025-06-04 08:45:05",1112,12.86,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:06",1113,12.85,22.78,102.2,5.626,20.33,3.394
"2025-06-04 08:45:07",1114,12.86,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:08",1115,12.86,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:09",1116,12.86,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:10",1117,12.84,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:11",1118,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:12",1119,12.85,22.78,102.2,5.626,20.33,3.224
"2025-06-04 08:45:13",1120,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:14",1121,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:15",1122,12.86,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:16",1123,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:17",1124,12.85,22.78,102.2,5.626,20.33,3.224
"2025-06-04 08:45:18",1125,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:19",1126,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:20",1127,12.85,22.78,102.2,5.714,20.33,3.224
"2025-06-04 08:45:21",1128,12.85,22.78,102.2,5.626,20.33,3.224
"2025-06-04 08:45:22",1129,12.85,22.78,102.2,5.626,20.33,3.224
"2025-06-04 08:45:23",1130,12.85,22.78,102.2,5.626,20.33,3.224
"2025-06-04 08:45:24",1131,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:25",1132,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:26",1133,12.85,22.78,102.2,5.626,20.33,3.224
"2025-06-04 08:45:27",1134,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:28",1135,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:29",1136,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:30",1137,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:31",1138,12.85,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:32",1139,12.86,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:33",1140,12.86,22.78,102.2,5.626,20.33,3.309
"2025-06-04 08:45:34",1141,12.85,22.78,102.2,5.625,20.33,3.309
"2025-06-04 08:45:35",1142,12.85,22.78,102.2,5.625,20.33,3.309
"2025-06-04 08:45:36",1143,12.86,22.78,102.2,5.625,20.33,3.309
"2025-06-04 08:45:37",1144,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:38",1145,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:39",1146,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:40",1147,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:41",1148,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:42",1149,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:43",1150,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:44",1151,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:45",1152,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:46",1153,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:47",1154,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:48",1155,12.84,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:49",1156,12.84,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:50",1157,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:51",1158,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:52",1159,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:53",1160,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:54",1161,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:55",1162,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:56",1163,12.85,22.78,102.1,5.448,20.31,3.309
"2025-06-04 08:45:57",1164,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:45:58",1165,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:45:59",1166,12.85,22.78,102.1,5.448,20.31,3.309
"2025-06-04 08:46:00",1167,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:01",1168,12.84,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:02",1169,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:03",1170,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:04",1171,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:05",1172,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:06",1173,12.85,22.78,102.1,5.359,20.31,3.309
"2025-06-04 08:46:07",1174,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:08",1175,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:09",1176,12.85,22.78,102.1,5.448,20.31,3.309
"2025-06-04 08:46:10",1177,12.85,22.78,102.1,5.448,20.31,3.309
"2025-06-04 08:46:11",1178,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:12",1179,12.84,22.78,102.1,5.448,20.31,3.394
"2025-06-04 08:46:13",1180,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:14",1181,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:15",1182,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:16",1183,12.84,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:17",1184,12.85,22.78,102.1,5.537,20.32,3.309
"2025-06-04 08:46:18",1185,12.84,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:19",1186,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:20",1187,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:21",1188,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:22",1189,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:23",1190,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:24",1191,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:25",1192,12.84,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:26",1193,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:27",1194,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:28",1195,12.84,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:29",1196,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:30",1197,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:31",1198,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:32",1199,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:33",1200,12.84,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:34",1201,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:35",1202,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:36",1203,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:37",1204,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:38",1205,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:39",1206,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:40",1207,12.86,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:41",1208,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:42",1209,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:43",1210,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:44",1211,12.85,22.78,102.1,5.537,20.32,3.224
"2025-06-04 08:46:45",1212,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:46",1213,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:47",1214,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:48",1215,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:49",1216,12.85,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:50",1217,12.84,22.78,102.1,5.448,20.31,3.224
"2025-06-04 08:46:51",1218,12.85,22.81,102.1,5.537,20.32,3.224
"2025-06-04 08:46:52",1219,12.85,22.78,102.1,5.448,20.31,3.252
"2025-06-04 08:46:53",1220,12.85,22.81,102.1,5.448,20.31,3.224
"2025-06-04 08:46:54",1221,12.85,22.78,102.1,5.448,20.31,3.252
"2025-06-04 08:46:55",1222,12.85,22.81,102.1,5.448,20.31,3.224
"2025-06-04 08:46:56",1223,12.85,22.81,102.1,5.448,20.31,3.422
"2025-06-04 08:46:57",1224,12.85,22.81,102.1,5.448,20.31,3.422
"2025-06-04 08:46:58",1225,12.85,22.81,102.1,5.448,20.31,3.422
"2025-06-04 08:46:59",1226,12.85,22.81,102.1,5.448,20.31,3.422
"2025-06-04 08:47:00",1227,12.85,22.81,102.1,5.448,20.31,3.422
"2025-06-04 08:47:01",1228,12.85,22.81,102.1,5.448,20.31,4.1
"2025-06-04 08:47:02",1229,12.85,22.81,102.1,5.537,20.32,0.872
"2025-06-04 08:47:03",1230,12.85,22.81,102.1,5.359,20.31,0.702
"2025-06-04 08:47:04",1231,12.85,22.81,102.1,5.359,20.31,0.446
"2025-06-04 08:47:05",1232,12.85,22.81,102,5.271,20.3,0.276
"2025-06-04 08:47:06",1233,12.85,22.81,102,5.093,20.29,0.616
"2025-06-04 08:47:07",1234,12.85,22.81,101.9,4.916,20.27,0.446
"2025-06-04 08:47:08",1235,12.85,22.81,101.9,4.828,20.27,0.616
"2025-06-04 08:47:09",1236,12.85,22.81,101.8,4.65,20.25,0.446
"2025-06-04 08:47:10",1237,12.85,22.81,101.8,4.65,20.25,0.446
"2025-06-04 08:47:11",1238,12.85,22.81,101.7,4.473,20.24,0.446
"2025-06-04 08:47:12",1239,12.85,22.81,101.7,4.473,20.24,0.446
"2025-06-04 08:47:13",1240,12.85,22.81,101.7,4.384,20.23,0.446
"2025-06-04 08:47:14",1241,12.85,22.81,101.7,4.296,20.23,0.446
"2025-06-04 08:47:15",1242,12.86,22.81,101.6,4.207,20.22,0.531
"2025-06-04 08:47:16",1243,12.85,22.81,101.6,4.207,20.22,0.531
"2025-06-04 08:47:17",1244,12.85,22.81,101.6,4.207,20.22,0.531
"2025-06-04 08:47:18",1245,12.85,22.81,101.6,4.207,20.22,0.446
"2025-06-04 08:47:19",1246,12.85,22.81,101.6,4.118,20.21,0.446
"2025-06-04 08:47:20",1247,12.85,22.81,101.6,4.118,20.21,0.446
"2025-06-04 08:47:21",1248,12.84,22.81,101.6,4.03,20.21,0.531
"2025-06-04 08:47:22",1249,12.85,22.81,101.5,3.941,20.2,0.361
"2025-06-04 08:47:23",1250,12.85,22.81,101.5,3.941,20.2,0.446
"2025-06-04 08:47:24",1251,12.85,22.81,101.5,3.852,20.19,0.361
"2025-06-04 08:47:25",1252,12.84,22.81,101.5,3.852,20.19,0.361
"2025-06-04 08:47:26",1253,12.85,22.81,101.5,3.941,20.2,0.446
"2025-06-04 08:47:27",1254,12.85,22.81,101.5,3.852,20.19,0.361
"2025-06-04 08:47:28",1255,12.84,22.81,101.4,3.764,20.19,0.446
"2025-06-04 08:47:29",1256,12.85,22.81,101.4,3.764,20.19,0.446
"2025-06-04 08:47:30",1257,12.85,22.81,101.5,3.852,20.19,0.361
"2025-06-04 08:47:31",1258,12.84,22.81,101.4,3.764,20.19,0.361
"2025-06-04 08:47:32",1259,12.85,22.81,101.4,3.764,20.19,0.361
"2025-06-04 08:47:33",1260,12.85,22.81,101.4,3.586,20.17,0.361
"2025-06-04 08:47:34",1261,12.85,22.81,101.4,3.675,20.18,0.361
"2025-06-04 08:47:35",1262,12.84,22.81,101.4,3.586,20.17,0.361
"2025-06-04 08:47:36",1263,12.84,22.81,101.4,3.586,20.17,0.446
"2025-06-04 08:47:37",1264,12.85,22.81,101.4,3.586,20.17,0.361
"2025-06-04 08:47:38",1265,12.85,22.81,101.4,3.586,20.17,0.361
"2025-06-04 08:47:39",1266,12.84,22.81,101.3,3.498,20.17,0.446
"2025-06-04 08:47:40",1267,12.85,22.81,101.3,3.498,20.17,0.446
"2025-06-04 08:47:41",1268,12.85,22.81,101.3,3.409,20.16,0.446
"2025-06-04 08:47:42",1269,12.85,22.81,101.3,3.409,20.16,0.446
"2025-06-04 08:47:43",1270,12.85,22.81,101.3,3.32,20.15,0.446
"2025-06-04 08:47:44",1271,12.85,22.81,101.3,3.409,20.16,0.361
"2025-06-04 08:47:45",1272,12.85,22.81,101.3,3.32,20.15,0.531
"2025-06-04 08:47:46",1273,12.85,22.81,101.3,3.32,20.15,0.446
"2025-06-04 08:47:47",1274,12.85,22.81,101.3,3.32,20.15,0.446
"2025-06-04 08:47:48",1275,12.85,22.81,101.2,3.232,20.15,0.446
"2025-06-04 08:47:49",1276,12.84,22.81,101.2,3.232,20.15,0.531
"2025-06-04 08:47:50",1277,12.84,22.81,101.2,3.143,20.14,0.531
"2025-06-04 08:47:51",1278,12.85,22.81,101.2,3.143,20.14,0.531
"2025-06-04 08:47:52",1279,12.85,22.81,101.2,3.143,20.14,0.361
"2025-06-04 08:47:53",1280,12.85,22.81,101.2,3.143,20.14,0.361
"2025-06-04 08:47:54",1281,12.85,22.81,101.2,3.143,20.14,0.446
"2025-06-04 08:47:55",1282,12.85,22.81,101.2,3.232,20.15,0.446
"2025-06-04 08:47:56",1283,12.85,22.81,101.2,3.143,20.14,0.531
"2025-06-04 08:47:57",1284,12.85,22.81,101.2,3.143,20.14,0.531
"2025-06-04 08:47:58",1285,12.85,22.81,101.2,3.143,20.14,0.446
"2025-06-04 08:47:59",1286,12.85,22.81,101.2,3.055,20.13,0.446
"2025-06-04 08:48:00",1287,12.85,22.81,101.2,3.055,20.13,0.361
"2025-06-04 08:48:01",1288,12.85,22.81,101.2,3.055,20.13,0.446
"2025-06-04 08:48:02",1289,12.85,22.81,101.2,3.055,20.13,0.446
"2025-06-04 08:48:03",1290,12.85,22.81,101.2,3.055,20.13,0.446
"2025-06-04 08:48:04",1291,12.85,22.81,101.2,3.055,20.13,0.446
"2025-06-04 08:48:05",1292,12.85,22.81,101.2,3.055,20.13,0.531
"2025-06-04 08:48:06",1293,12.85,22.81,101.2,3.055,20.13,0.446
"2025-06-04 08:48:07",1294,12.85,22.81,101.1,2.966,20.13,0.361
"2025-06-04 08:48:08",1295,12.85,22.81,101.1,2.966,20.13,0.531
"2025-06-04 08:48:09",1296,12.85,22.81,101.1,2.877,20.12,0.446
"2025-06-04 08:48:10",1297,12.85,22.81,101.1,2.877,20.12,0.446
"2025-06-04 08:48:11",1298,12.85,22.81,101.1,2.966,20.13,0.446
"2025-06-04 08:48:12",1299,12.85,22.81,101.1,2.877,20.12,0.446
"2025-06-04 08:48:13",1300,12.85,22.81,101.1,2.877,20.12,0.531
"2025-06-04 08:48:14",1301,12.85,22.81,101.1,2.877,20.12,0.531
"2025-06-04 08:48:15",1302,12.85,22.81,101.1,2.789,20.11,0.531
"2025-06-04 08:48:16",1303,12.84,22.81,101.1,2.877,20.12,0.531
"2025-06-04 08:48:17",1304,12.84,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:18",1305,12.84,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:19",1306,12.85,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:20",1307,12.85,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:21",1308,12.85,22.81,101.1,2.877,20.12,0.531
"2025-06-04 08:48:22",1309,12.85,22.81,101.1,2.877,20.12,0.446
"2025-06-04 08:48:23",1310,12.84,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:24",1311,12.85,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:25",1312,12.84,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:26",1313,12.85,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:27",1314,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:28",1315,12.84,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:29",1316,12.84,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:30",1317,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:31",1318,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:32",1319,12.84,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:33",1320,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:34",1321,12.84,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:35",1322,12.84,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:36",1323,12.84,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:37",1324,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:38",1325,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:39",1326,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:48:40",1327,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:41",1328,12.84,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:42",1329,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:43",1330,12.85,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:44",1331,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:45",1332,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:46",1333,12.85,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:47",1334,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:48:48",1335,12.85,22.81,101.1,2.789,20.11,0.446
"2025-06-04 08:48:49",1336,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:48:50",1337,12.85,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:51",1338,12.85,22.81,101.1,2.789,20.11,0.361
"2025-06-04 08:48:52",1339,12.85,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:53",1340,12.85,22.81,101,2.7,20.11,0.446
"2025-06-04 08:48:54",1341,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:48:55",1342,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:48:56",1343,12.85,22.81,101,2.611,20.1,0.361
"2025-06-04 08:48:57",1344,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:48:58",1345,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:48:59",1346,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:00",1347,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:01",1348,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:02",1349,12.84,22.81,101,2.7,20.11,0.361
"2025-06-04 08:49:03",1350,12.85,22.81,101,2.7,20.11,0.361
"2025-06-04 08:49:04",1351,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:05",1352,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:06",1353,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:07",1354,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:08",1355,12.85,22.81,101,2.523,20.09,0.361
"2025-06-04 08:49:09",1356,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:10",1357,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:11",1358,12.85,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:12",1359,12.85,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:13",1360,12.85,22.81,101,2.611,20.1,0.446
"2025-06-04 08:49:14",1361,12.84,22.81,101,2.611,20.1,0.446
"2025-06-04 08:49:15",1362,12.85,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:16",1363,12.85,22.81,101,2.611,20.1,0.446
"2025-06-04 08:49:17",1364,12.84,22.81,101,2.611,20.1,0.446
"2025-06-04 08:49:18",1365,12.84,22.81,101,2.7,20.11,0.446
"2025-06-04 08:49:19",1366,12.84,22.81,101,2.611,20.1,0.361
"2025-06-04 08:49:20",1367,12.85,22.81,101,2.611,20.1,0.446
"2025-06-04 08:49:21",1368,12.84,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:22",1369,12.85,22.81,100.9,2.434,20.09,0.446
"2025-06-04 08:49:23",1370,12.84,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:24",1371,12.85,22.81,101,2.523,20.09,0.361
"2025-06-04 08:49:25",1372,12.84,22.81,100.9,2.434,20.09,0.361
"2025-06-04 08:49:26",1373,12.84,22.81,101,2.523,20.09,0.361
"2025-06-04 08:49:27",1374,12.84,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:28",1375,12.84,22.81,100.9,2.434,20.09,0.446
"2025-06-04 08:49:29",1376,12.84,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:30",1377,12.85,22.81,101,2.523,20.09,0.361
"2025-06-04 08:49:31",1378,12.85,22.81,101,2.523,20.09,0.361
"2025-06-04 08:49:32",1379,12.85,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:33",1380,12.84,22.81,101,2.523,20.09,0.446
"2025-06-04 08:49:34",1381,12.85,22.81,100.9,2.438,20.09,0.446
"2025-06-04 08:49:35",1382,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:36",1383,12.84,22.81,100.9,2.438,20.09,0.361
"2025-06-04 08:49:37",1384,12.84,22.81,100.9,2.438,20.09,0.446
"2025-06-04 08:49:38",1385,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:49:39",1386,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:40",1387,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:41",1388,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:49:42",1389,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:49:43",1390,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:44",1391,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:49:45",1392,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:49:46",1393,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:49:47",1394,12.84,22.81,101,2.615,20.1,0.446
"2025-06-04 08:49:48",1395,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:49",1396,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:50",1397,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:51",1398,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:52",1399,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:53",1400,12.84,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:54",1401,12.84,22.81,100.9,2.438,20.09,0.446
"2025-06-04 08:49:55",1402,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:49:56",1403,12.84,22.81,100.9,2.438,20.09,0.361
"2025-06-04 08:49:57",1404,12.84,22.81,100.9,2.438,20.09,0.531
"2025-06-04 08:49:58",1405,12.84,22.81,100.9,2.438,20.09,0.446
"2025-06-04 08:49:59",1406,12.85,22.81,100.9,2.349,20.08,0.446
"2025-06-04 08:50:00",1407,12.85,22.81,100.9,2.438,20.09,0.361
"2025-06-04 08:50:01",1408,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:02",1409,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:03",1410,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:50:04",1411,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:05",1412,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:06",1413,12.85,22.81,101,2.526,20.09,0.446
"2025-06-04 08:50:07",1414,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:08",1415,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:09",1416,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:10",1417,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:11",1418,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:12",1419,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:13",1420,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:14",1421,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:15",1422,12.85,22.81,101,2.526,20.09,0.361
"2025-06-04 08:50:16",1423,12.85,22.81,101,2.526,20.09,0.361
