"TOA5","exp","CR1000","63522","CR1000.Std.32.03","CPU:Exp_03.CR1","41229","Exp03"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp","Rs","TP","Vs","termopar"
"TS","RN","","","","","",""
"","","Min","Smp","Smp","Smp","Smp","Smp"
"2025-06-04 08:26:33",0,12.95,22.7,0,0,0,0
"2025-06-04 08:26:34",1,12.95,22.73,105,12.99,20.89,10.4
"2025-06-04 08:26:35",2,12.95,22.7,105,12.99,20.89,10.35
"2025-06-04 08:26:36",3,12.95,22.73,105,12.99,20.89,10.32
"2025-06-04 08:26:37",4,12.95,22.73,105,12.9,20.88,10.27
"2025-06-04 08:26:38",5,12.95,22.73,104.9,12.81,20.87,10.27
"2025-06-04 08:26:39",6,12.95,22.73,104.9,12.72,20.87,10.27
"2025-06-04 08:26:40",7,12.95,22.73,104.9,12.81,20.87,10.18
"2025-06-04 08:26:41",8,12.95,22.73,104.9,12.64,20.86,10.1
"2025-06-04 08:26:42",9,12.95,22.73,104.9,12.72,20.87,10.1
"2025-06-04 08:26:43",10,12.95,22.7,104.9,12.72,20.87,10.01
"2025-06-04 08:26:44",11,12.95,22.73,104.9,12.64,20.86,9.98
"2025-06-04 08:26:45",12,12.95,22.73,104.8,12.55,20.85,9.93
"2025-06-04 08:26:46",13,12.95,22.73,104.8,12.55,20.85,9.93
"2025-06-04 08:26:47",14,12.95,22.73,104.8,12.46,20.85,9.93
"2025-06-04 08:26:48",15,12.95,22.7,104.8,12.46,20.85,9.84
"2025-06-04 08:26:49",16,12.95,22.7,104.8,12.37,20.84,9.73
"2025-06-04 08:26:50",17,12.95,22.73,104.8,12.37,20.84,9.73
"2025-06-04 08:26:51",18,12.95,22.73,104.8,12.37,20.84,9.76
"2025-06-04 08:26:52",19,12.95,22.73,104.7,12.28,20.83,9.76
"2025-06-04 08:26:53",20,12.95,22.73,104.7,12.28,20.83,9.76
"2025-06-04 08:26:54",21,12.95,22.73,104.7,12.28,20.83,9.59
"2025-06-04 08:26:55",22,12.95,22.73,104.7,12.19,20.82,9.59
"2025-06-04 08:26:56",23,12.95,22.73,104.7,12.19,20.82,9.59
"2025-06-04 08:26:57",24,12.95,22.73,104.7,12.1,20.82,9.59
"2025-06-04 08:26:58",25,12.95,22.73,104.7,12.1,20.82,9.59
"2025-06-04 08:26:59",26,12.95,22.73,104.7,12.1,20.82,9.51
"2025-06-04 08:27:00",27,12.95,22.73,104.7,12.1,20.82,9.42
"2025-06-04 08:27:01",28,12.94,22.7,104.6,12.02,20.81,9.42
"2025-06-04 08:27:02",29,12.95,22.73,104.6,12.02,20.81,9.39
"2025-06-04 08:27:03",30,12.95,22.73,104.6,12.02,20.81,9.42
"2025-06-04 08:27:04",31,12.95,22.73,104.6,11.93,20.8,9.42
"2025-06-04 08:27:05",32,12.94,22.7,104.6,11.84,20.8,9.34
"2025-06-04 08:27:06",33,12.95,22.73,104.6,11.93,20.8,9.23
"2025-06-04 08:27:07",34,12.94,22.73,104.6,11.84,20.8,9.26
"2025-06-04 08:27:08",35,12.94,22.73,104.6,11.84,20.8,9.26
"2025-06-04 08:27:09",36,12.94,22.73,104.5,11.75,20.79,9.26
"2025-06-04 08:27:10",37,12.94,22.7,104.5,11.75,20.79,9.17
"2025-06-04 08:27:11",38,12.94,22.73,104.5,11.66,20.78,9.23
"2025-06-04 08:27:12",39,12.94,22.73,104.5,11.66,20.78,9.17
"2025-06-04 08:27:13",40,12.94,22.73,104.5,11.57,20.78,9.09
"2025-06-04 08:27:14",41,12.94,22.73,104.5,11.57,20.78,9.09
"2025-06-04 08:27:15",42,12.94,22.7,104.5,11.57,20.78,9.09
"2025-06-04 08:27:16",43,12.94,22.7,104.5,11.57,20.78,9.06
"2025-06-04 08:27:17",44,12.94,22.7,104.4,11.48,20.77,9.06
"2025-06-04 08:27:18",45,12.94,22.7,104.4,11.48,20.77,8.97
"2025-06-04 08:27:19",46,12.94,22.73,104.4,11.39,20.76,8.89
"2025-06-04 08:27:20",47,12.94,22.7,104.4,11.48,20.77,8.92
"2025-06-04 08:27:21",48,12.93,22.73,104.4,11.48,20.77,8.89
"2025-06-04 08:27:22",49,12.93,22.73,104.4,11.48,20.77,8.92
"2025-06-04 08:27:23",50,12.93,22.73,104.4,11.39,20.76,8.92
"2025-06-04 08:27:24",51,12.94,22.73,104.4,11.48,20.77,8.92
"2025-06-04 08:27:25",52,12.93,22.73,104.4,11.39,20.76,8.83
"2025-06-04 08:27:26",53,12.93,22.73,104.4,11.31,20.76,8.83
"2025-06-04 08:27:27",54,12.93,22.73,104.4,11.39,20.76,8.83
"2025-06-04 08:27:28",55,12.93,22.73,104.4,11.31,20.76,8.83
"2025-06-04 08:27:29",56,12.93,22.7,104.4,11.31,20.76,8.75
"2025-06-04 08:27:30",57,12.93,22.7,104.4,11.31,20.76,8.72
"2025-06-04 08:27:31",58,12.93,22.73,104.3,11.22,20.75,8.72
"2025-06-04 08:27:32",59,12.93,22.7,104.3,11.22,20.75,8.75
"2025-06-04 08:27:33",60,12.93,22.7,104.3,11.22,20.75,8.72
"2025-06-04 08:27:34",61,12.93,22.73,104.3,11.22,20.75,8.64
"2025-06-04 08:27:35",62,12.93,22.7,104.3,11.22,20.75,8.75
"2025-06-04 08:27:36",63,12.93,22.73,104.3,11.13,20.74,8.55
"2025-06-04 08:27:37",64,12.93,22.7,104.2,11.04,20.74,8.58
"2025-06-04 08:27:38",65,12.93,22.73,104.2,11.04,20.74,8.55
"2025-06-04 08:27:39",66,12.93,22.73,104.2,11.04,20.74,8.67
"2025-06-04 08:27:40",67,12.93,22.7,104.2,11.04,20.74,8.58
"2025-06-04 08:27:41",68,12.93,22.7,104.2,10.95,20.73,8.55
"2025-06-04 08:27:42",69,12.93,22.73,104.2,11.04,20.74,8.55
"2025-06-04 08:27:43",70,12.93,22.7,104.2,10.95,20.73,8.58
"2025-06-04 08:27:44",71,12.93,22.73,104.2,10.95,20.73,8.55
"2025-06-04 08:27:45",72,12.93,22.7,104.2,10.86,20.72,8.58
"2025-06-04 08:27:46",73,12.93,22.73,104.2,10.86,20.72,8.38
"2025-06-04 08:27:47",74,12.93,22.73,104.1,10.77,20.72,8.41
"2025-06-04 08:27:48",75,12.93,22.7,104.2,10.86,20.72,8.41
"2025-06-04 08:27:49",76,12.93,22.73,104.2,10.86,20.72,8.38
"2025-06-04 08:27:50",77,12.93,22.73,104.2,10.86,20.72,8.41
"2025-06-04 08:27:51",78,12.93,22.73,104.2,10.86,20.72,8.41
"2025-06-04 08:27:52",79,12.93,22.73,104.1,10.77,20.72,8.41
"2025-06-04 08:27:53",80,12.93,22.7,104.1,10.77,20.72,8.33
"2025-06-04 08:27:54",81,12.93,22.73,104.1,10.77,20.72,8.3
"2025-06-04 08:27:55",82,12.92,22.73,104.1,10.77,20.72,8.24
"2025-06-04 08:27:56",83,12.93,22.7,104.1,10.68,20.71,8.24
"2025-06-04 08:27:57",84,12.93,22.7,104.1,10.77,20.72,8.3
"2025-06-04 08:27:58",85,12.92,22.73,104.1,10.77,20.72,8.21
"2025-06-04 08:27:59",86,12.93,22.73,104.1,10.68,20.71,8.24
"2025-06-04 08:28:00",87,12.93,22.73,104.1,10.68,20.71,8.24
"2025-06-04 08:28:01",88,12.93,22.73,104.1,10.68,20.71,8.24
"2025-06-04 08:28:02",89,12.92,22.73,104.1,10.59,20.7,8.24
"2025-06-04 08:28:03",90,12.92,22.7,104.1,10.59,20.7,8.24
"2025-06-04 08:28:04",91,12.92,22.73,104.1,10.59,20.7,8.21
"2025-06-04 08:28:05",92,12.92,22.73,104.1,10.59,20.7,8.24
"2025-06-04 08:28:06",93,12.92,22.73,104,10.51,20.7,8.16
"2025-06-04 08:28:07",94,12.92,22.7,104,10.51,20.7,8.16
"2025-06-04 08:28:08",95,12.92,22.7,104,10.51,20.7,8.04
"2025-06-04 08:28:09",96,12.92,22.73,104,10.51,20.7,8.13
"2025-06-04 08:28:10",97,12.92,22.73,104,10.33,20.68,8.16
"2025-06-04 08:28:11",98,12.92,22.73,104,10.51,20.7,8.07
"2025-06-04 08:28:12",99,12.92,22.73,104,10.33,20.68,8.07
"2025-06-04 08:28:13",100,12.92,22.7,103.9,10.24,20.68,8.07
"2025-06-04 08:28:14",101,12.92,22.73,104,10.42,20.69,8.04
"2025-06-04 08:28:15",102,12.92,22.73,104,10.33,20.68,8.07
"2025-06-04 08:28:16",103,12.92,22.73,104,10.33,20.68,8.07
"2025-06-04 08:28:17",104,12.92,22.73,104,10.33,20.68,7.99
"2025-06-04 08:28:18",105,12.92,22.73,104,10.33,20.68,8.07
"2025-06-04 08:28:19",106,12.92,22.7,104,10.33,20.68,7.99
"2025-06-04 08:28:20",107,12.92,22.73,103.9,10.24,20.68,7.876
"2025-06-04 08:28:21",108,12.92,22.7,103.9,10.24,20.68,7.906
"2025-06-04 08:28:22",109,12.92,22.73,103.9,10.24,20.68,7.96
"2025-06-04 08:28:23",110,12.92,22.73,103.9,10.24,20.68,7.906
"2025-06-04 08:28:24",111,12.92,22.7,103.9,10.24,20.68,7.906
"2025-06-04 08:28:25",112,12.92,22.73,103.9,10.06,20.66,7.792
"2025-06-04 08:28:26",113,12.92,22.73,103.9,10.15,20.67,7.822
"2025-06-04 08:28:27",114,12.92,22.73,103.9,10.15,20.67,7.906
"2025-06-04 08:28:28",115,12.92,22.73,103.9,10.15,20.67,7.822
"2025-06-04 08:28:29",116,12.92,22.7,103.9,10.15,20.67,7.822
"2025-06-04 08:28:30",117,12.92,22.73,103.9,10.15,20.67,7.792
"2025-06-04 08:28:31",118,12.92,22.73,103.9,10.06,20.66,7.822
"2025-06-04 08:28:32",119,12.92,22.73,103.9,10.15,20.67,7.822
"2025-06-04 08:28:33",120,12.92,22.7,103.9,10.15,20.67,7.737
"2025-06-04 08:28:34",121,12.92,22.73,103.9,10.15,20.67,7.707
"2025-06-04 08:28:35",122,12.92,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:28:36",123,12.92,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:28:37",124,12.92,22.73,103.9,10.07,20.66,7.737
"2025-06-04 08:28:38",125,12.92,22.73,103.9,10.07,20.66,7.737
"2025-06-04 08:28:39",126,12.92,22.73,103.8,9.98,20.66,7.737
"2025-06-04 08:28:40",127,12.92,22.73,103.9,10.07,20.66,7.737
"2025-06-04 08:28:41",128,12.92,22.73,103.9,10.07,20.66,7.737
"2025-06-04 08:28:42",129,12.92,22.73,103.8,9.98,20.66,7.737
"2025-06-04 08:28:43",130,12.92,22.73,103.8,9.98,20.66,7.653
"2025-06-04 08:28:44",131,12.92,22.73,103.8,9.98,20.66,7.653
"2025-06-04 08:28:45",132,12.92,22.73,103.8,9.89,20.65,7.653
"2025-06-04 08:28:46",133,12.91,22.73,103.8,9.89,20.65,7.653
"2025-06-04 08:28:47",134,12.92,22.73,103.8,9.8,20.64,7.653
"2025-06-04 08:28:48",135,12.92,22.7,103.8,9.89,20.65,7.653
"2025-06-04 08:28:49",136,12.91,22.73,103.8,9.8,20.64,7.538
"2025-06-04 08:28:50",137,12.92,22.73,103.8,9.8,20.64,7.568
"2025-06-04 08:28:51",138,12.91,22.73,103.8,9.8,20.64,7.568
"2025-06-04 08:28:52",139,12.91,22.73,103.8,9.8,20.64,7.568
"2025-06-04 08:28:53",140,12.91,22.7,103.8,9.8,20.64,7.568
"2025-06-04 08:28:54",141,12.91,22.7,103.7,9.71,20.64,7.538
"2025-06-04 08:28:55",142,12.92,22.73,103.7,9.71,20.64,7.538
"2025-06-04 08:28:56",143,12.91,22.73,103.7,9.71,20.64,7.568
"2025-06-04 08:28:57",144,12.91,22.73,103.8,9.8,20.64,7.568
"2025-06-04 08:28:58",145,12.91,22.73,103.7,9.62,20.63,7.568
"2025-06-04 08:28:59",146,12.91,22.7,103.7,9.71,20.64,7.568
"2025-06-04 08:29:00",147,12.91,22.73,103.7,9.71,20.64,7.454
"2025-06-04 08:29:01",148,12.91,22.73,103.7,9.71,20.64,7.568
"2025-06-04 08:29:02",149,12.91,22.73,103.7,9.62,20.63,7.568
"2025-06-04 08:29:03",150,12.91,22.73,103.7,9.71,20.64,7.484
"2025-06-04 08:29:04",151,12.91,22.73,103.7,9.62,20.63,7.484
"2025-06-04 08:29:05",152,12.91,22.73,103.7,9.62,20.63,7.484
"2025-06-04 08:29:06",153,12.91,22.73,103.7,9.62,20.63,7.399
"2025-06-04 08:29:07",154,12.91,22.73,103.7,9.62,20.63,7.399
"2025-06-04 08:29:08",155,12.91,22.73,103.7,9.62,20.63,7.399
"2025-06-04 08:29:09",156,12.91,22.73,103.7,9.62,20.63,7.399
"2025-06-04 08:29:10",157,12.91,22.73,103.7,9.62,20.63,7.399
"2025-06-04 08:29:11",158,12.91,22.73,103.7,9.71,20.64,7.399
"2025-06-04 08:29:12",159,12.91,22.73,103.7,9.62,20.63,7.399
"2025-06-04 08:29:13",160,12.91,22.73,103.7,9.62,20.63,7.315
"2025-06-04 08:29:14",161,12.91,22.73,103.7,9.62,20.63,7.315
"2025-06-04 08:29:15",162,12.91,22.73,103.7,9.62,20.63,7.315
"2025-06-04 08:29:16",163,12.91,22.73,103.7,9.53,20.62,7.315
"2025-06-04 08:29:17",164,12.91,22.73,103.7,9.53,20.62,7.315
"2025-06-04 08:29:18",165,12.91,22.73,103.7,9.53,20.62,7.315
"2025-06-04 08:29:19",166,12.91,22.73,103.6,9.36,20.61,7.23
"2025-06-04 08:29:20",167,12.91,22.73,103.6,9.36,20.61,7.315
"2025-06-04 08:29:21",168,12.91,22.73,103.6,9.44,20.62,7.23
"2025-06-04 08:29:22",169,12.91,22.73,103.7,9.53,20.62,7.23
"2025-06-04 08:29:23",170,12.91,22.73,103.6,9.44,20.62,7.23
"2025-06-04 08:29:24",171,12.91,22.73,103.6,9.44,20.62,7.23
"2025-06-04 08:29:25",172,12.91,22.73,103.6,9.44,20.62,7.23
"2025-06-04 08:29:26",173,12.91,22.73,103.6,9.27,20.6,7.23
"2025-06-04 08:29:27",174,12.91,22.73,103.6,9.27,20.6,7.23
"2025-06-04 08:29:28",175,12.91,22.73,103.6,9.36,20.61,7.23
"2025-06-04 08:29:29",176,12.91,22.73,103.6,9.36,20.61,7.23
"2025-06-04 08:29:30",177,12.91,22.73,103.6,9.36,20.61,7.23
"2025-06-04 08:29:31",178,12.91,22.73,103.6,9.36,20.61,7.23
"2025-06-04 08:29:32",179,12.91,22.73,103.6,9.27,20.6,7.23
"2025-06-04 08:29:33",180,12.91,22.73,103.6,9.36,20.61,7.23
"2025-06-04 08:29:34",181,12.91,22.73,103.6,9.35,20.61,7.23
"2025-06-04 08:29:35",182,12.91,22.73,103.6,9.27,20.6,7.23
"2025-06-04 08:29:36",183,12.91,22.73,103.6,9.35,20.61,7.146
"2025-06-04 08:29:37",184,12.91,22.73,103.6,9.35,20.61,7.061
"2025-06-04 08:29:38",185,12.91,22.7,103.6,9.27,20.6,6.723
"2025-06-04 08:29:39",186,12.91,22.73,103.5,9.18,20.6,6.271
"2025-06-04 08:29:40",187,12.91,22.73,103.5,9.09,20.59,7.23
"2025-06-04 08:29:41",188,12.91,22.73,103.5,9.18,20.6,6.639
"2025-06-04 08:29:42",189,12.91,22.73,103.6,9.27,20.6,6.723
"2025-06-04 08:29:43",190,12.91,22.73,103.5,9.18,20.6,6.554
"2025-06-04 08:29:44",191,12.91,22.73,103.5,9.18,20.6,5.878
"2025-06-04 08:29:45",192,12.91,22.73,103.5,9.18,20.6,6.216
"2025-06-04 08:29:46",193,12.9,22.73,103.5,9.18,20.6,7.061
"2025-06-04 08:29:47",194,12.91,22.73,103.5,9.09,20.59,8.41
"2025-06-04 08:29:48",195,12.91,22.73,103.5,9,20.58,8.92
"2025-06-04 08:29:49",196,12.91,22.73,103.5,9.18,20.6,9.17
"2025-06-04 08:29:50",197,12.91,22.7,103.5,9.18,20.6,9.42
"2025-06-04 08:29:51",198,12.91,22.7,103.6,9.35,20.61,9.56
"2025-06-04 08:29:52",199,12.91,22.73,103.6,9.44,20.62,9.56
"2025-06-04 08:29:53",200,12.91,22.7,103.7,9.62,20.63,9.59
"2025-06-04 08:29:54",201,12.91,22.73,103.7,9.62,20.63,9.56
"2025-06-04 08:29:55",202,12.9,22.73,103.8,9.8,20.64,9.51
"2025-06-04 08:29:56",203,12.9,22.73,103.8,9.8,20.64,8.92
"2025-06-04 08:29:57",204,12.9,22.7,103.8,9.89,20.65,7.99
"2025-06-04 08:29:58",205,12.9,22.73,103.8,9.8,20.64,7.116
"2025-06-04 08:29:59",206,12.9,22.73,103.8,9.89,20.65,6.723
"2025-06-04 08:30:00",207,12.9,22.73,103.8,9.89,20.65,6.554
"2025-06-04 08:30:01",208,12.9,22.73,103.8,9.89,20.65,6.554
"2025-06-04 08:30:02",209,12.9,22.73,103.8,9.89,20.65,6.639
"2025-06-04 08:30:03",210,12.9,22.7,103.8,9.8,20.64,6.639
"2025-06-04 08:30:04",211,12.9,22.73,103.8,9.8,20.64,6.694
"2025-06-04 08:30:05",212,12.9,22.73,103.7,9.71,20.64,6.892
"2025-06-04 08:30:06",213,12.9,22.73,103.7,9.62,20.63,6.977
"2025-06-04 08:30:07",214,12.9,22.73,103.7,9.62,20.63,6.977
"2025-06-04 08:30:08",215,12.9,22.73,103.7,9.62,20.63,7.061
"2025-06-04 08:30:09",216,12.9,22.73,103.7,9.62,20.63,7.061
"2025-06-04 08:30:10",217,12.9,22.73,103.7,9.62,20.63,7.061
"2025-06-04 08:30:11",218,12.9,22.73,103.7,9.62,20.63,7.061
"2025-06-04 08:30:12",219,12.9,22.73,103.7,9.62,20.63,7.061
"2025-06-04 08:30:13",220,12.89,22.73,103.7,9.53,20.62,6.977
"2025-06-04 08:30:14",221,12.9,22.73,103.7,9.53,20.62,6.892
"2025-06-04 08:30:15",222,12.9,22.73,103.7,9.62,20.63,6.808
"2025-06-04 08:30:16",223,12.9,22.73,103.7,9.62,20.63,6.723
"2025-06-04 08:30:17",224,12.9,22.73,103.7,9.62,20.63,6.554
"2025-06-04 08:30:18",225,12.9,22.73,103.7,9.62,20.63,6.47
"2025-06-04 08:30:19",226,12.9,22.73,103.7,9.53,20.62,6.301
"2025-06-04 08:30:20",227,12.9,22.73,103.7,9.53,20.62,6.216
"2025-06-04 08:30:21",228,12.9,22.73,103.7,9.53,20.62,6.132
"2025-06-04 08:30:22",229,12.9,22.73,103.7,9.53,20.62,5.962
"2025-06-04 08:30:23",230,12.9,22.7,103.7,9.53,20.62,6.047
"2025-06-04 08:30:24",231,12.89,22.73,103.7,9.62,20.63,6.102
"2025-06-04 08:30:25",232,12.9,22.73,103.7,9.62,20.63,6.132
"2025-06-04 08:30:26",233,12.9,22.7,103.7,9.62,20.63,6.132
"2025-06-04 08:30:27",234,12.89,22.73,103.7,9.62,20.63,6.186
"2025-06-04 08:30:28",235,12.9,22.73,103.8,9.8,20.64,6.385
"2025-06-04 08:30:29",236,12.89,22.73,103.8,9.89,20.65,6.554
"2025-06-04 08:30:30",237,12.89,22.73,103.8,9.98,20.66,6.808
"2025-06-04 08:30:31",238,12.89,22.73,103.8,9.98,20.66,7.061
"2025-06-04 08:30:32",239,12.89,22.73,103.9,10.06,20.66,7.061
"2025-06-04 08:30:33",240,12.9,22.73,103.9,10.06,20.66,6.892
"2025-06-04 08:30:34",241,12.89,22.73,103.9,10.15,20.67,6.892
"2025-06-04 08:30:35",242,12.89,22.73,103.9,10.15,20.67,6.808
"2025-06-04 08:30:36",243,12.89,22.73,103.9,10.15,20.67,6.892
"2025-06-04 08:30:37",244,12.89,22.73,103.9,10.15,20.67,7.061
"2025-06-04 08:30:38",245,12.89,22.73,103.9,10.15,20.67,7.061
"2025-06-04 08:30:39",246,12.89,22.73,103.9,10.15,20.67,6.301
"2025-06-04 08:30:40",247,12.89,22.73,103.9,10.24,20.68,6.892
"2025-06-04 08:30:41",248,12.89,22.73,103.9,10.24,20.68,7.399
"2025-06-04 08:30:42",249,12.89,22.73,103.9,10.24,20.68,7.737
"2025-06-04 08:30:43",250,12.89,22.7,103.9,10.24,20.68,7.821
"2025-06-04 08:30:44",251,12.89,22.73,103.9,10.24,20.68,7.876
"2025-06-04 08:30:45",252,12.89,22.7,103.9,10.24,20.68,7.906
"2025-06-04 08:30:46",253,12.89,22.7,104,10.33,20.68,7.876
"2025-06-04 08:30:47",254,12.89,22.73,104,10.33,20.68,7.792
"2025-06-04 08:30:48",255,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:30:49",256,12.89,22.7,104,10.33,20.68,7.821
"2025-06-04 08:30:50",257,12.89,22.73,104,10.33,20.68,7.707
"2025-06-04 08:30:51",258,12.89,22.73,104,10.33,20.68,7.821
"2025-06-04 08:30:52",259,12.89,22.7,104,10.33,20.68,7.821
"2025-06-04 08:30:53",260,12.89,22.73,103.9,10.24,20.68,7.707
"2025-06-04 08:30:54",261,12.89,22.7,104,10.33,20.68,7.737
"2025-06-04 08:30:55",262,12.89,22.73,104,10.33,20.68,7.707
"2025-06-04 08:30:56",263,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:30:57",264,12.89,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:30:58",265,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:30:59",266,12.89,22.73,103.9,10.24,20.68,7.737
"2025-06-04 08:31:00",267,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:31:01",268,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:31:02",269,12.89,22.73,103.9,10.24,20.68,7.737
"2025-06-04 08:31:03",270,12.89,22.73,103.9,10.24,20.68,7.737
"2025-06-04 08:31:04",271,12.89,22.7,104,10.33,20.68,7.653
"2025-06-04 08:31:05",272,12.89,22.73,103.9,10.24,20.68,7.707
"2025-06-04 08:31:06",273,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:31:07",274,12.89,22.73,104,10.33,20.68,7.737
"2025-06-04 08:31:08",275,12.89,22.73,103.9,10.24,20.68,7.737
"2025-06-04 08:31:09",276,12.89,22.7,103.9,10.15,20.67,7.653
"2025-06-04 08:31:10",277,12.89,22.73,103.9,10.15,20.67,7.707
"2025-06-04 08:31:11",278,12.89,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:31:12",279,12.89,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:31:13",280,12.89,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:31:14",281,12.89,22.7,103.9,10.15,20.67,7.737
"2025-06-04 08:31:15",282,12.89,22.73,103.9,10.15,20.67,7.707
"2025-06-04 08:31:16",283,12.89,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:31:17",284,12.88,22.73,103.9,10.15,20.67,7.737
"2025-06-04 08:31:18",285,12.89,22.73,103.9,10.15,20.67,7.653
"2025-06-04 08:31:19",286,12.89,22.73,103.9,10.15,20.67,7.653
"2025-06-04 08:31:20",287,12.88,22.73,103.9,10.15,20.67,7.653
"2025-06-04 08:31:21",288,12.89,22.73,103.9,10.15,20.67,7.653
"2025-06-04 08:31:22",289,12.89,22.73,103.9,10.15,20.67,7.653
"2025-06-04 08:31:23",290,12.89,22.73,103.9,10.15,20.67,7.568
"2025-06-04 08:31:24",291,12.89,22.73,103.9,10.15,20.67,7.568
"2025-06-04 08:31:25",292,12.89,22.73,103.9,10.15,20.67,7.568
"2025-06-04 08:31:26",293,12.89,22.73,103.9,10.15,20.67,7.568
"2025-06-04 08:31:27",294,12.89,22.7,103.9,10.06,20.66,7.568
"2025-06-04 08:31:28",295,12.89,22.7,103.9,10.15,20.67,7.538
"2025-06-04 08:31:29",296,12.89,22.73,103.9,10.15,20.67,7.538
"2025-06-04 08:31:30",297,12.88,22.73,103.9,10.15,20.67,7.568
"2025-06-04 08:31:31",298,12.89,22.73,103.9,10.15,20.67,7.484
"2025-06-04 08:31:32",299,12.89,22.73,103.9,10.06,20.66,7.484
"2025-06-04 08:31:33",300,12.89,22.73,103.9,10.06,20.66,7.484
"2025-06-04 08:31:34",301,12.89,22.73,103.9,10.15,20.67,7.399
"2025-06-04 08:31:35",302,12.88,22.73,103.9,10.06,20.66,7.399
"2025-06-04 08:31:36",303,12.89,22.73,103.9,10.06,20.66,7.399
"2025-06-04 08:31:37",304,12.88,22.73,103.9,10.06,20.66,7.399
"2025-06-04 08:31:38",305,12.89,22.73,103.8,9.88,20.65,7.399
"2025-06-04 08:31:39",306,12.88,22.73,103.8,9.97,20.66,7.399
"2025-06-04 08:31:40",307,12.89,22.73,103.8,9.97,20.66,7.399
"2025-06-04 08:31:41",308,12.89,22.73,103.8,9.97,20.66,7.399
"2025-06-04 08:31:42",309,12.88,22.73,103.8,9.97,20.66,7.315
"2025-06-04 08:31:43",310,12.88,22.73,103.8,9.97,20.66,7.315
"2025-06-04 08:31:44",311,12.89,22.73,103.8,9.97,20.66,7.315
"2025-06-04 08:31:45",312,12.88,22.73,103.8,9.97,20.66,7.315
"2025-06-04 08:31:46",313,12.89,22.73,103.8,9.97,20.66,7.315
"2025-06-04 08:31:47",314,12.88,22.73,103.8,9.88,20.65,7.315
"2025-06-04 08:31:48",315,12.89,22.73,103.8,9.97,20.66,7.23
"2025-06-04 08:31:49",316,12.89,22.73,103.8,9.97,20.66,7.23
"2025-06-04 08:31:50",317,12.88,22.73,103.8,9.97,20.66,7.23
"2025-06-04 08:31:51",318,12.88,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:52",319,12.88,22.73,103.8,9.97,20.66,7.315
"2025-06-04 08:31:53",320,12.89,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:54",321,12.89,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:55",322,12.88,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:56",323,12.89,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:57",324,12.89,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:58",325,12.89,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:31:59",326,12.88,22.73,103.8,9.88,20.65,7.23
"2025-06-04 08:32:00",327,12.88,22.73,103.8,9.8,20.64,7.146
"2025-06-04 08:32:01",328,12.88,22.73,103.8,9.8,20.64,7.146
"2025-06-04 08:32:02",329,12.88,22.73,103.8,9.8,20.64,7.146
"2025-06-04 08:32:03",330,12.88,22.73,103.8,9.8,20.64,7.146
"2025-06-04 08:32:04",331,12.89,22.73,103.8,9.88,20.65,7.146
"2025-06-04 08:32:05",332,12.89,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:06",333,12.88,22.73,103.8,9.88,20.65,7.062
"2025-06-04 08:32:07",334,12.88,22.73,103.8,9.88,20.65,7.062
"2025-06-04 08:32:08",335,12.88,22.73,103.8,9.8,20.64,7.146
"2025-06-04 08:32:09",336,12.89,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:10",337,12.88,22.73,103.8,9.88,20.65,7.062
"2025-06-04 08:32:11",338,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:12",339,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:13",340,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:14",341,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:15",342,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:16",343,12.88,22.73,103.8,9.88,20.65,6.977
"2025-06-04 08:32:17",344,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:18",345,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:19",346,12.88,22.73,103.8,9.8,20.64,7.062
"2025-06-04 08:32:20",347,12.88,22.73,103.7,9.71,20.64,7.062
